,Solar radiation simulation,,,,,,,,,,,,,
,Horizontal surface test 1 m2,,,,,,,,,,,,,
,"Historical,  µ=-0.72, σ=3.59",,,MBE %,MBE,,,"Ineichen 4, µ=-1.10, σ=5.24",,,MBE %,MBE,,
,,,,0.00%,-0.72,,,,,,-2.27%,1.1,,
,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE
,Simulated,Simulated,Observed,2.20%,3.66005,0.57%,1.37,Simulated,Simulated,Observed,12.80%,5.35,3.38%,3.02
Date and time,kWh/m2 historical,Wh/m2 historical,Wh/m2 historical,ERROR % historical,ERROR historical,|ERROR| % historical,|ERROR| historical,kWh/m2 ineichen 4,Wh/m2 ineichen 4,Wh/m2 Ineichen 4,ERROR % ineichen 4,ERROR Inehchen 4,|ERROR| % Ineichen 4,|ERROR| Ineichen 4
23.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 06:00,0.005,5,5,0.00%,0,0.00%,0,0.019393,19.393,11.914088,-62.77%,-7.48,62.80%,7.48
23.09.19 07:00,0.1167,116.7,118,-1.10%,-1.3,1.10%,1.3,0.140894,140.894,142.50346,1.13%,1.61,1.10%,1.61
23.09.19 08:00,0.19354,193.54,194,-0.24%,-0.46,0.24%,0.46,0.297811,297.811,299.676069,0.62%,1.87,0.60%,1.87
23.09.19 09:00,0.257782,257.782,259,-0.47%,-1.22,0.47%,1.22,0.435578,435.578,438.209846,0.60%,2.63,0.60%,2.63
23.09.19 10:00,0.376145,376.145,378,-0.49%,-1.86,0.49%,1.86,0.549954,549.954,549.137231,-0.15%,-0.82,0.10%,0.82
23.09.19 11:00,0.541768,541.768,547,-0.96%,-5.23,0.96%,5.23,0.613919,613.919,617.127885,0.52%,3.21,0.50%,3.21
23.09.19 12:00,0.560329,560.329,567,-1.18%,-6.67,1.18%,6.67,0.62803,628.03,628.552198,0.08%,0.52,0.10%,0.52
23.09.19 13:00,0.597341,597.341,611,-2.24%,-13.66,2.24%,13.66,0.585091,585.091,594.356452,1.56%,9.27,1.60%,9.27
23.09.19 14:00,0.49543,495.43,500,-0.91%,-4.57,0.91%,4.57,0.507069,507.069,504.380838,-0.53%,-2.69,0.50%,2.69
23.09.19 15:00,0.394759,394.759,406,-2.77%,-11.24,2.77%,11.24,0.378116,378.116,384.064978,1.55%,5.95,1.50%,5.95
23.09.19 16:00,0.241648,241.648,244,-0.96%,-2.35,0.96%,2.35,0.231089,231.089,228.6315,-1.07%,-2.46,1.10%,2.46
23.09.19 17:00,0.125722,125.722,124,1.39%,1.72,1.39%,1.72,0.083523,83.523,81.456686,-2.54%,-2.07,2.50%,2.07
23.09.19 18:00,0.003,3,3,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
23.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 06:00,0.027002,27.002,27,0.01%,0,0.01%,0,0.012714,12.714,7.261279,-75.09%,-5.45,75.10%,5.45
24.09.19 07:00,0.192876,192.876,197,-2.09%,-4.12,2.09%,4.12,0.138885,138.885,142.50346,2.54%,3.62,2.50%,3.62
24.09.19 08:00,0.279556,279.556,283,-1.22%,-3.44,1.22%,3.44,0.295362,295.362,299.676069,1.44%,4.31,1.40%,4.31
24.09.19 09:00,0.602824,602.824,611,-1.34%,-8.18,1.34%,8.18,0.434342,434.342,438.209846,0.88%,3.87,0.90%,3.87
24.09.19 10:00,0.625358,625.358,632,-1.05%,-6.64,1.05%,6.64,0.546567,546.567,549.137231,0.47%,2.57,0.50%,2.57
24.09.19 11:00,0.358167,358.167,359,-0.23%,-0.83,0.23%,0.83,0.614575,614.575,617.127885,0.41%,2.55,0.40%,2.55
24.09.19 12:00,0.061999,61.999,62,0.00%,0,0.00%,0,0.626348,626.348,628.552198,0.35%,2.2,0.40%,2.2
24.09.19 13:00,0.059002,59.002,59,0.00%,0,0.00%,0,0.582303,582.303,594.356452,2.03%,12.05,2.00%,12.05
24.09.19 14:00,0.051001,51.001,51,0.00%,0,0.00%,0,0.504367,504.367,504.380838,0.00%,0.01,0.00%,0.01
24.09.19 15:00,0.139,139,139,0.00%,0,0.00%,0,0.369937,369.937,373.356703,0.92%,3.42,0.90%,3.42
24.09.19 16:00,0.057999,57.999,58,0.00%,0,0.00%,0,0.230018,230.018,228.6315,-0.61%,-1.39,0.60%,1.39
24.09.19 17:00,0.009001,9.001,9,0.01%,0,0.01%,0,0.078089,78.089,73.33482,-6.48%,-4.75,6.50%,4.75
24.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
24.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 06:00,0.004999,4.999,5,-0.02%,0,0.02%,0,0.012701,12.701,7.261279,-74.91%,-5.44,74.90%,5.44
25.09.19 07:00,0.07698,76.98,77,-0.03%,-0.02,0.03%,0.02,0.132407,132.407,133.401711,0.75%,0.99,0.70%,0.99
25.09.19 08:00,0.178536,178.536,179,-0.26%,-0.46,0.26%,0.46,0.288332,288.332,289.350615,0.35%,1.02,0.40%,1.02
25.09.19 09:00,0.280935,280.935,282,-0.38%,-1.07,0.38%,1.07,0.43001,430.01,427.303965,-0.63%,-2.71,0.60%,2.71
25.09.19 10:00,0.293407,293.407,293,0.14%,0.41,0.14%,0.41,0.539008,539.008,537.903179,-0.21%,-1.1,0.20%,1.1
25.09.19 11:00,0.373664,373.664,374,-0.09%,-0.34,0.09%,0.34,0.609097,609.097,605.729134,-0.56%,-3.37,0.60%,3.37
25.09.19 12:00,0.407458,407.458,408,-0.13%,-0.54,0.13%,0.54,0.621132,621.132,617.127885,-0.65%,-4,0.60%,4
25.09.19 13:00,0.398273,398.273,401,-0.68%,-2.73,0.68%,2.73,0.575838,575.838,583.010366,1.23%,7.17,1.20%,7.17
25.09.19 14:00,0.312685,312.685,314,-0.42%,-1.32,0.42%,1.32,0.495857,495.857,493.268932,-0.52%,-2.59,0.50%,2.59
25.09.19 15:00,0.14485,144.85,145,-0.10%,-0.15,0.10%,0.15,0.366262,366.262,373.356703,1.90%,7.09,1.90%,7.09
25.09.19 16:00,0.024999,24.999,25,0.00%,0,0.00%,0,0.210215,210.215,218.739042,3.90%,8.52,3.90%,8.52
25.09.19 17:00,0.023999,23.999,24,0.00%,0,0.00%,0,0.072754,72.754,65.400944,-11.24%,-7.35,11.20%,7.35
25.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
25.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 06:00,0.004,4,4,0.00%,0,0.00%,0,0.00617,6.17,3.458233,-78.41%,-2.71,78.40%,2.71
26.09.19 07:00,0.047993,47.993,48,-0.01%,-0.01,0.01%,0.01,0.130362,130.362,133.401711,2.28%,3.04,2.30%,3.04
26.09.19 08:00,0.076994,76.994,77,-0.01%,-0.01,0.01%,0.01,0.28599,285.99,289.350615,1.16%,3.36,1.20%,3.36
26.09.19 09:00,0.122995,122.995,123,0.00%,-0.01,0.00%,0.01,0.428886,428.886,427.303965,-0.37%,-1.58,0.40%,1.58
26.09.19 10:00,0.135994,135.994,136,0.00%,-0.01,0.00%,0.01,0.535426,535.426,537.903179,0.46%,2.48,0.50%,2.48
26.09.19 11:00,0.198294,198.294,198,0.15%,0.29,0.15%,0.29,0.607419,607.419,605.729134,-0.28%,-1.69,0.30%,1.69
26.09.19 12:00,0.215305,215.305,216,-0.32%,-0.69,0.32%,0.69,0.619644,619.644,617.127885,-0.41%,-2.52,0.40%,2.52
26.09.19 13:00,0.162984,162.984,163,-0.01%,-0.02,0.01%,0.02,0.573059,573.059,583.010366,1.71%,9.95,1.70%,9.95
26.09.19 14:00,0.128003,128.003,128,0.00%,0,0.00%,0,0.493329,493.329,493.268932,-0.01%,-0.06,0.00%,0.06
26.09.19 15:00,0.073995,73.995,74,-0.01%,0,0.01%,0,0.359122,359.122,362.691339,0.98%,3.57,1.00%,3.57
26.09.19 16:00,0.037993,37.993,38,-0.02%,-0.01,0.02%,0.01,0.203763,203.763,208.918805,2.47%,5.16,2.50%,5.16
26.09.19 17:00,0.012999,12.999,13,-0.01%,0,0.01%,0,0.072577,72.577,65.400944,-10.97%,-7.18,11.00%,7.18
26.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
26.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 06:00,0.008,8,8,0.00%,0,0.00%,0,0.006172,6.172,3.458233,-78.47%,-2.71,78.50%,2.71
27.09.19 07:00,0.147248,147.248,150,-1.83%,-2.75,1.83%,2.75,0.12398,123.98,124.413387,0.35%,0.43,0.30%,0.43
27.09.19 08:00,0.299305,299.305,315,-4.98%,-15.7,4.98%,15.7,0.271855,271.855,279.080384,2.59%,7.23,2.60%,7.23
27.09.19 09:00,0.461032,461.032,463,-0.43%,-1.97,0.43%,1.97,0.427827,427.827,427.303965,-0.12%,-0.52,0.10%,0.52
27.09.19 10:00,0.555401,555.401,563,-1.35%,-7.6,1.35%,7.6,0.528202,528.202,526.698656,-0.29%,-1.5,0.30%,1.5
27.09.19 11:00,0.608254,608.254,609,-0.12%,-0.75,0.12%,0.75,0.602317,602.317,594.356452,-1.34%,-7.96,1.30%,7.96
27.09.19 12:00,0.601028,601.028,600,0.17%,1.03,0.17%,1.03,0.614707,614.707,605.729134,-1.48%,-8.98,1.50%,8.98
27.09.19 13:00,0.552282,552.282,561,-1.55%,-8.72,1.55%,8.72,0.567077,567.077,571.691421,0.81%,4.61,0.80%,4.61
27.09.19 14:00,0.469283,469.283,471,-0.36%,-1.72,0.36%,1.72,0.48672,486.72,482.189333,-0.94%,-4.53,0.90%,4.53
27.09.19 15:00,0.358301,358.301,368,-2.64%,-9.7,2.64%,9.7,0.354842,354.842,362.691339,2.16%,7.85,2.20%,7.85
27.09.19 16:00,0.202459,202.459,212,-4.50%,-9.54,4.50%,9.54,0.201481,201.481,208.918805,3.56%,7.44,3.60%,7.44
27.09.19 17:00,0.082773,82.773,76,8.91%,6.77,8.91%,6.77,0.066309,66.309,57.673051,-14.97%,-8.64,15.00%,8.64
27.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
27.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 06:00,0.008,8,8,0.00%,0,0.00%,0,0.006174,6.174,3.458233,-78.53%,-2.72,78.50%,2.72
28.09.19 07:00,0.14786,147.86,152,-2.72%,-4.14,2.72%,4.14,0.121721,121.721,124.413387,2.16%,2.69,2.20%,2.69
28.09.19 08:00,0.269535,269.535,280,-3.74%,-10.47,3.74%,10.47,0.270103,270.103,279.080384,3.22%,8.98,3.20%,8.98
28.09.19 09:00,0.408197,408.197,407,0.29%,1.2,0.29%,1.2,0.42295,422.95,416.43552,-1.56%,-6.51,1.60%,6.51
28.09.19 10:00,0.500752,500.752,507,-1.23%,-6.25,1.23%,6.25,0.524478,524.478,526.698656,0.42%,2.22,0.40%,2.22
28.09.19 11:00,0.561766,561.766,560,0.32%,1.77,0.32%,1.77,0.597942,597.942,594.356452,-0.60%,-3.59,0.60%,3.59
28.09.19 12:00,0.533993,533.993,545,-2.02%,-11.01,2.02%,11.01,0.592952,592.952,605.729134,2.11%,12.78,2.10%,12.78
28.09.19 13:00,0.488326,488.326,493,-0.95%,-4.67,0.95%,4.67,0.560352,560.352,560.400181,0.01%,0.05,0.00%,0.05
28.09.19 14:00,0.402073,402.073,402,0.02%,0.07,0.02%,0.07,0.484503,484.503,482.189333,-0.48%,-2.31,0.50%,2.31
28.09.19 15:00,0.3034,303.4,309,-1.81%,-5.6,1.81%,5.6,0.346207,346.207,352.07015,1.67%,5.86,1.70%,5.86
28.09.19 16:00,0.192841,192.841,199,-3.09%,-6.16,3.09%,6.16,0.194654,194.654,199.173975,2.27%,4.52,2.30%,4.52
28.09.19 17:00,0.078737,78.737,71,10.90%,7.74,10.90%,7.74,0.066137,66.137,57.673051,-14.68%,-8.46,14.70%,8.46
28.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
28.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 06:00,0.007999,7.999,8,-0.01%,0,0.01%,0,0.001611,1.611,0.842859,-91.14%,-0.77,91.10%,0.77
29.09.19 07:00,0.13207,132.07,135,-2.17%,-2.93,2.17%,2.93,0.119734,119.734,124.413387,3.76%,4.68,3.80%,4.68
29.09.19 08:00,0.268201,268.201,278,-3.52%,-9.8,3.52%,9.8,0.263707,263.707,268.867354,1.92%,5.16,1.90%,5.16
29.09.19 09:00,0.375087,375.087,374,0.29%,1.09,0.29%,1.09,0.421614,421.614,416.43552,-1.24%,-5.18,1.20%,5.18
29.09.19 10:00,0.448252,448.252,453,-1.05%,-4.75,1.05%,4.75,0.520215,520.215,526.698656,1.23%,6.48,1.20%,6.48
29.09.19 11:00,0.472545,472.545,471,0.33%,1.55,0.33%,1.55,0.593024,593.024,583.010366,-1.72%,-10.01,1.70%,10.01
29.09.19 12:00,0.489413,489.413,496,-1.33%,-6.59,1.33%,6.59,0.588145,588.145,594.356452,1.05%,6.21,1.00%,6.21
29.09.19 13:00,0.438431,438.431,442,-0.81%,-3.57,0.81%,3.57,0.556573,556.573,560.400181,0.68%,3.83,0.70%,3.83
29.09.19 14:00,0.436616,436.616,435,0.37%,1.62,0.37%,1.62,0.47795,477.95,471.142808,-1.44%,-6.81,1.40%,6.81
29.09.19 15:00,0.365785,365.785,376,-2.72%,-10.22,2.72%,10.22,0.339086,339.086,341.494468,0.71%,2.41,0.70%,2.41
29.09.19 16:00,0.207818,207.818,218,-4.67%,-10.18,4.67%,10.18,0.191979,191.979,199.173975,3.61%,7.19,3.60%,7.19
29.09.19 17:00,0.086902,86.902,76,14.34%,10.9,14.34%,10.9,0.060007,60.007,50.172443,-19.60%,-9.83,19.60%,9.83
29.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
29.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 06:00,0.002,2,2,0.00%,0,0.00%,0,0.001612,1.612,0.842859,-91.25%,-0.77,91.30%,0.77
30.09.19 07:00,0.013,13,13,0.00%,0,0.00%,0,0.112801,112.801,115.545654,2.38%,2.74,2.40%,2.74
30.09.19 08:00,0.028,28,28,0.00%,0,0.00%,0,0.262668,262.668,268.867354,2.31%,6.2,2.30%,6.2
30.09.19 09:00,0.042007,42.007,42,0.02%,0.01,0.02%,0.01,0.416362,416.362,405.605504,-2.65%,-10.76,2.70%,10.76
30.09.19 10:00,0.052001,52.001,52,0.00%,0,0.00%,0,0.512137,512.137,515.524315,0.66%,3.39,0.70%,3.39
30.09.19 11:00,0.057994,57.994,58,-0.01%,-0.01,0.01%,0.01,0.590833,590.833,583.010366,-1.34%,-7.82,1.30%,7.82
30.09.19 12:00,0.059001,59.001,59,0.00%,0,0.00%,0,0.584704,584.704,594.356452,1.62%,9.65,1.60%,9.65
30.09.19 13:00,0.055001,55.001,55,0.00%,0,0.00%,0,0.550036,550.036,549.137231,-0.16%,-0.9,0.20%,0.9
30.09.19 14:00,0.046995,46.995,47,-0.01%,0,0.01%,0,0.476843,476.843,471.142808,-1.21%,-5.7,1.20%,5.7
30.09.19 15:00,0.034999,34.999,35,0.00%,0,0.00%,0,0.334858,334.858,341.494468,1.94%,6.64,1.90%,6.64
30.09.19 16:00,0.022,22,22,0.00%,0,0.00%,0,0.184977,184.977,189.507993,2.39%,4.53,2.40%,4.53
30.09.19 17:00,0.006999,6.999,7,-0.01%,0,0.01%,0,0.054549,54.549,42.924682,-27.08%,-11.62,27.10%,11.62
30.09.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
30.09.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 06:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 07:00,0.0784,78.4,79,-0.76%,-0.6,0.76%,0.6,0.111308,111.308,115.545654,3.67%,4.24,3.70%,4.24
01.10.19 08:00,0.172942,172.942,173,-0.03%,-0.06,0.03%,0.06,0.261049,261.049,268.867354,2.91%,7.82,2.90%,7.82
01.10.19 09:00,0.295785,295.785,295,0.27%,0.79,0.27%,0.79,0.414645,414.645,405.605504,-2.23%,-9.04,2.20%,9.04
01.10.19 10:00,0.352011,352.011,353,-0.28%,-0.99,0.28%,0.99,0.508158,508.158,515.524315,1.43%,7.37,1.40%,7.37
01.10.19 11:00,0.405019,405.019,405,0.00%,0.02,0.00%,0.02,0.583105,583.105,571.691421,-2.00%,-11.41,2.00%,11.41
01.10.19 12:00,0.399979,399.979,402,-0.50%,-2.02,0.50%,2.02,0.578081,578.081,583.010366,0.85%,4.93,0.80%,4.93
01.10.19 13:00,0.381082,381.082,383,-0.50%,-1.92,0.50%,1.92,0.546115,546.115,549.137231,0.55%,3.02,0.60%,3.02
01.10.19 14:00,0.322657,322.657,321,0.52%,1.66,0.52%,1.66,0.471299,471.299,460.130157,-2.43%,-11.17,2.40%,11.17
01.10.19 15:00,0.238341,238.341,240,-0.69%,-1.66,0.69%,1.66,0.327788,327.788,330.965696,0.96%,3.18,1.00%,3.18
01.10.19 16:00,0.132291,132.291,134,-1.28%,-1.71,1.28%,1.71,0.182565,182.565,189.507993,3.66%,6.94,3.70%,6.94
01.10.19 17:00,0.047505,47.505,42,13.11%,5.51,13.11%,5.51,0.054515,54.515,42.924682,-27.00%,-11.59,27.00%,11.59
01.10.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.10.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 06:00,0.003999,3.999,4,-0.02%,0,0.02%,0,0,0,0,0.00%,0,0.00%,0
02.10.19 07:00,0.102098,102.098,105,-2.76%,-2.9,2.76%,2.9,0.104679,104.679,106.806515,1.99%,2.13,2.00%,2.13
02.10.19 08:00,0.236009,236.009,241,-2.07%,-4.99,2.07%,4.99,0.256777,256.777,258.713628,0.75%,1.94,0.70%,1.94
